Country,Prev_Year,Prev_Year_Production,Year,Production,YOY,YOY_Perc
Iraq,2010,204597.0,2011,557401.0,352804.0,172.0
Kenya,2004,1084412.0,2005,2640600.0,1556188.0,144.0
Iraq,2018,165589.0,2019,392348.0,226759.0,137.0
Angola,2008,402207.0,2009,823266.0,421059.0,105.0
Saudi Arabia,2014,229480.0,2015,459186.0,229706.0,100.0
United Republic of Tanzania,2017,583082.0,2018,1080144.0,497062.0,85.0
Ecuador,2000,239715.0,2001,441413.0,201698.0,84.0
Ethiopia,2011,475441.0,2012,863348.0,387907.0,82.0
Ireland,2012,232000.0,2013,410100.0,178100.0,77.0
Iraq,2019,392348.0,2020,674840.0,282492.0,72.0
United Republic of Tanzania,2009,860980.0,2010,1472560.0,611580.0,71.0
Nigeria,2007,662000.0,2008,1105000.0,443000.0,67.0
Kenya,2000,670303.0,2001,1112849.0,442546.0,66.0
Angola,2006,295142.0,2007,491216.0,196074.0,66.0
Pakistan,2006,1568000.0,2007,2581500.0,1013500.0,65.0
Guatemala,2000,216994.0,2001,355457.66,138463.65999999997,64.0
Uganda,2020,250000.0,2021,394400.0,144400.0,58.0
Cameroon,2014,220556.0,2015,346332.0,125776.0,57.0
Malawi,2005,1485883.0,2006,2309426.0,823543.0,55.0
Lebanon,2001,257000.0,2002,397100.0,140100.0,55.0
Russian Federation,2010,21140539.0,2011,32681467.0,11540928.0,55.0
Chile,2010,1081349.2,2011,1676444.0,595094.8,55.0
Bulgaria,2000,397532.0,2001,600371.0,202839.0,51.0
Bangladesh,2009,5268000.0,2010,7930000.0,2662000.0,51.0
Slovakia,2001,323303.0,2002,484269.0,160966.0,50.0
Afghanistan,2018,615684.0,2019,921122.0,305438.0,50.0
Ecuador,2002,257433.0,2003,381748.0,124315.0,48.0
Ecuador,2019,275345.67,2020,408313.3,132967.63,48.0
Bosnia and Herzegovina,2003,302225.0,2004,447080.0,144855.0,48.0
Serbia and Montenegro,2000,690446.0,2001,1015017.0,324571.0,47.0
Lebanon,2012,280000.0,2013,412000.0,132000.0,47.0
Lithuania,2001,1054400.0,2002,1531300.0,476900.0,45.0
Zimbabwe,2019,408158.0,2020,592779.0,184621.0,45.0
Serbia,2018,487909.0,2019,702086.13,214177.13,44.0
Iraq,2001,623000.0,2002,897000.0,274000.0,44.0
Algeria,2007,1506859.0,2008,2171058.0,664199.0,44.0
United Republic of Tanzania,2012,1235041.0,2013,1767536.0,532495.0,43.0
Austria,2015,536472.82,2016,767261.12,230788.30000000005,43.0
Ethiopia,2008,402508.0,2009,572332.0,169824.0,42.0
Kenya,2002,861566.0,2003,1223531.0,361965.0,42.0
Poland,2015,6313669.0,2016,8872445.0,2558776.0,41.0
Algeria,2002,1333465.0,2003,1879918.0,546453.0,41.0
Switzerland,2013,359800.0,2014,503800.0,144000.0,40.0
Georgia,2000,302048.0,2001,422217.0,120169.0,40.0
Malawi,2000,2037283.0,2001,2852007.0,814724.0,40.0
Ireland,2018,273010.0,2019,382370.0,109360.0,40.0
Republic of Korea,2004,642597.0,2005,894215.0,251618.0,39.0
Rwanda,2009,1289623.0,2010,1789404.0,499781.0,39.0
Czechia,2015,504955.0,2016,699605.0,194650.0,39.0
Bosnia and Herzegovina,2000,286321.0,2001,397111.0,110790.0,39.0
Pakistan,2014,2901029.0,2015,3997579.0,1096550.0,38.0
Algeria,2001,967232.0,2002,1333465.0,366233.0,38.0
Serbia and Montenegro,2003,802995.0,2004,1092129.0,289134.0,36.0
Hungary,2010,439897.0,2011,600000.0,160103.0,36.0
Ireland,2020,300150.0,2021,407500.0,107350.0,36.0
Israel,2003,440140.0,2004,599780.0,159640.0,36.0
Zimbabwe,2013,292661.99,2014,397600.0,104938.01000000001,36.0
Armenia,2002,374263.0,2003,507518.0,133255.0,36.0
Ecuador,2009,286790.0,2010,386799.0,100009.0,35.0
Hungary,2003,582346.0,2004,783686.0,201340.0,35.0
Pakistan,2021,5872960.0,2022,7936884.0,2063924.0,35.0
Malawi,2002,1403804.0,2003,1884197.0,480393.0,34.0
Zimbabwe,2021,447867.0,2022,599550.0,151683.0,34.0
Democratic People's Republic of Korea,2017,425046.8,2018,570807.3,145760.50000000006,34.0
Serbia,2012,577966.0,2013,766829.0,188863.0,33.0
Tajikistan,2002,356703.0,2003,473331.0,116628.0,33.0
Denmark,2018,1806800.0,2019,2408700.0,601900.0,33.0
Romania,2012,2465150.0,2013,3289722.0,824572.0,33.0
Ethiopia,2002,385258.0,2003,509715.0,124457.0,32.0
Germany,2003,9915679.0,2004,13043559.0,3127880.0,32.0
Kenya,2007,2192280.0,2008,2900000.0,707720.0,32.0
Australia,2022,1108929.67,2023,1462975.0,354045.3300000001,32.0
Belgium,2018,3045440.0,2019,4027620.0,982180.0,32.0
Guinea,2021,349747.0,2022,457632.43,107885.43,31.0
Poland,2006,8981976.0,2007,11791072.0,2809096.0,31.0
Afghanistan,2015,327507.0,2016,427917.0,100410.0,31.0
Egypt,2019,5200563.0,2020,6786340.0,1585777.0,30.0
Morocco,2009,1234470.0,2010,1604620.0,370150.0,30.0
Mozambique,2019,362600.0,2020,470430.0,107830.0,30.0
Turkmenistan,2021,535907.71,2022,698748.99,162841.28000000003,30.0
Ukraine,2010,18705000.0,2011,24248000.0,5543000.0,30.0
Viet Nam,2011,311603.88,2012,403717.38,92113.5,30.0
Czechia,2013,536450.0,2014,697539.0,161089.0,30.0
Belgium,2016,3402787.0,2017,4416665.0,1013878.0,30.0
Egypt,2007,2760460.0,2008,3567050.0,806590.0,29.0
Kazakhstan,2000,1692560.0,2001,2184830.0,492270.0,29.0
Lebanon,2006,398000.0,2007,514600.0,116600.0,29.0
Pakistan,2020,4552656.0,2021,5872960.0,1320304.0,29.0
Republic of Korea,2003,498401.0,2004,642597.0,144196.0,29.0
Azerbaijan,2000,469009.0,2001,605821.0,136812.0,29.0
Bangladesh,2007,5167000.0,2008,6648000.0,1481000.0,29.0
Iraq,2004,630000.0,2005,808000.0,178000.0,28.0
Turkmenistan,2019,382382.0,2020,490606.0,108224.0,28.0
Colombia,2006,2208068.0,2007,2823362.0,615294.0,28.0
Belgium,2003,2522095.0,2004,3229622.0,707527.0,28.0
Belgium,2013,3428000.0,2014,4380556.0,952556.0,28.0
Bolivia (Plurinational State of),2008,747968.0,2009,956953.0,208985.0,28.0
Spain,2008,2145171.0,2009,2719291.0,574120.0,27.0
Finland,2012,489600.0,2013,621700.0,132100.0,27.0
Venezuela (Bolivarian Republic of),2004,350063.0,2005,443106.0,93043.0,27.0
Bulgaria,2003,450214.0,2004,573179.0,122965.0,27.0
Syrian Arab Republic,2007,570128.0,2008,720492.0,150364.0,26.0
Lithuania,2006,457100.0,2007,576100.0,119000.0,26.0
Mexico,2011,1433239.0,2012,1801618.0,368379.0,26.0
Kenya,2022,1831809.0,2023,2309913.0,478104.0,26.0
Colombia,2000,1404102.0,2001,1764505.0,360403.0,26.0
Czechia,2003,682511.0,2004,861798.0,179287.0,26.0
Switzerland,2006,391500.0,2007,489800.0,98300.0,25.0
Egypt,2003,2039351.0,2004,2546610.0,507259.0,25.0
Ireland,2009,336100.0,2010,419600.0,83500.0,25.0
Latvia,2001,615300.0,2002,768400.0,153100.0,25.0
Republic of Moldova,2010,279650.0,2011,350822.0,71172.0,25.0
United Kingdom of Great Britain and Northern Ireland,2012,4553000.0,2013,5685000.0,1132000.0,25.0
Chile,2005,1115736.0,2006,1391378.0,275642.0,25.0
Algeria,2009,2636057.0,2010,3300312.0,664255.0,25.0
Armenia,2000,290260.0,2001,363834.0,73574.0,25.0
Switzerland,2016,372900.0,2017,461188.0,88288.0,24.0
Egypt,2004,2546610.0,2005,3167430.0,620820.0,24.0
Ethiopia,2019,924528.36,2020,1141871.73,217343.37,24.0
Lithuania,2007,576100.0,2008,716400.0,140300.0,24.0
Malawi,2006,2309426.0,2007,2858811.0,549385.0,24.0
Romania,2010,3283866.0,2011,4076570.0,792704.0,24.0
Viet Nam,2017,303674.6,2018,376376.63,72702.03000000003,24.0
Burundi,2018,302665.0,2019,376441.0,73776.0,24.0
Austria,2003,560340.0,2004,693054.0,132714.0,24.0
Austria,2013,604050.78,2014,750637.43,146586.65000000002,24.0
Bangladesh,2004,3907120.0,2005,4855377.0,948257.0,24.0
Bosnia and Herzegovina,2012,299935.0,2013,371140.0,71205.0,24.0
Tajikistan,2017,782892.0,2018,964643.5,181751.5,23.0
France,2016,6954983.0,2017,8547354.0,1592371.0,23.0
Lithuania,2010,476900.0,2011,587700.0,110800.0,23.0
Kenya,2011,2365263.0,2012,2915067.0,549804.0,23.0
Kenya,2017,1519870.0,2018,1870375.48,350505.48,23.0
Peru,2001,2690544.0,2002,3298162.0,607618.0,23.0
Belgium,2006,2592820.0,2007,3189817.0,596997.0,23.0
Saudi Arabia,2003,317939.0,2004,387340.0,69401.0,22.0
Switzerland,2010,420800.0,2011,515000.0,94200.0,22.0
Syrian Arab Republic,2013,441718.0,2014,539611.0,97893.0,22.0
Ecuador,2013,345922.0,2014,421060.81,75138.81,22.0
Finland,2006,575700.0,2007,701600.0,125900.0,22.0
Guinea,2022,457632.43,2023,559961.24,102328.81,22.0
Rwanda,2004,1072770.0,2005,1314050.0,241280.0,22.0
Chile,2000,988220.0,2001,1210040.0,221820.0,22.0
Chile,2016,1166024.9,2017,1426478.8,260453.90000000014,22.0
Colombia,2002,1761057.0,2003,2144161.0,383104.0,22.0
Colombia,2016,3034031.45,2017,3706563.0,672531.5499999998,22.0
Ecuador,2012,285100.5,2013,345922.0,60821.5,21.0
Lebanon,2015,524265.15,2016,631973.0,107707.84999999998,21.0
Hungary,2007,563100.0,2008,683935.0,120835.0,21.0
India,2003,23161400.0,2004,27925800.0,4764400.0,21.0
India,2007,28599600.0,2008,34658000.0,6058400.0,21.0
Kenya,2014,1626027.0,2015,1963495.0,337468.0,21.0
Norway,2007,329800.0,2008,398400.0,68600.0,21.0
Poland,2019,6481620.0,2020,7859510.0,1377890.0,21.0
Rwanda,2010,1789404.0,2011,2171517.41,382113.41000000015,21.0
United Republic of Tanzania,2007,650000.0,2008,789689.77,139689.77000000002,21.0
Chile,2015,960502.0,2016,1166024.9,205522.8999999999,21.0
Croatia,2000,553712.0,2001,670233.0,116521.0,21.0
Czechia,2010,665176.0,2011,805331.0,140155.0,21.0
Democratic People's Republic of Korea,2000,1870000.0,2001,2268000.0,398000.0,21.0
Algeria,2008,2171058.0,2009,2636057.0,464999.0,21.0
Austria,2010,671722.0,2011,816070.0,144348.0,21.0
Azerbaijan,2003,769047.0,2004,930445.0,161398.0,21.0
Finland,2004,619400.0,2005,742700.0,123300.0,20.0
Germany,2013,9669700.0,2014,11607300.0,1937600.0,20.0
Indonesia,2013,1124282.0,2014,1347818.0,223536.0,20.0
Kazakhstan,2010,2554580.0,2011,3076134.7,521554.7000000002,20.0
Lebanon,2003,416400.0,2004,499000.0,82600.0,20.0
Republic of Korea,2012,607534.0,2013,727438.0,119904.0,20.0
Rwanda,2007,967283.0,2008,1161943.0,194660.0,20.0
Venezuela (Bolivarian Republic of),2012,349029.0,2013,420319.0,71290.0,20.0
Venezuela (Bolivarian Republic of),2013,420319.0,2014,503733.0,83414.0,20.0
Colombia,2005,1832918.0,2006,2208068.0,375150.0,20.0
Colombia,2014,2157568.0,2015,2582146.86,424578.85999999987,20.0
Democratic People's Republic of Korea,2018,570807.3,2019,684586.8,113779.5,20.0
Afghanistan,2016,427917.0,2017,513194.0,85277.0,20.0
Afghanistan,2017,513194.0,2018,615684.0,102490.0,20.0
Saudi Arabia,2019,474065.0,2020,562309.8,88244.80000000005,19.0
Sudan,2013,342754.0,2014,407600.0,64846.0,19.0
Denmark,2006,1361200.0,2007,1625580.0,264380.0,19.0
Denmark,2010,1357800.0,2011,1620000.0,262200.0,19.0
Egypt,2006,2312790.0,2007,2760460.0,447670.0,19.0
Egypt,2010,3643217.0,2011,4338431.0,695214.0,19.0
Germany,2018,8920800.0,2019,10602200.0,1681400.0,19.0
Kenya,2009,2299086.0,2010,2725936.0,426850.0,19.0
Norway,2005,316600.0,2006,378300.0,61700.0,19.0
Pakistan,2017,3852897.0,2018,4591776.0,738879.0,19.0
Republic of Moldova,2004,317677.0,2005,378223.0,60546.0,19.0
Venezuela (Bolivarian Republic of),2008,421016.0,2009,499179.0,78163.0,19.0
Viet Nam,2001,315950.0,2002,377472.0,61522.0,19.0
Canada,2009,4584500.0,2010,5440612.0,856112.0,19.0
Czechia,2006,692174.0,2007,820515.0,128341.0,19.0
Democratic People's Republic of Korea,2012,1520000.0,2013,1804000.0,284000.0,19.0
Belgium,2010,3455800.0,2011,4128669.0,672869.0,19.0
Bosnia and Herzegovina,2015,351216.0,2016,417976.0,66760.0,19.0
Switzerland,2019,413984.0,2020,488638.0,74654.0,18.0
Egypt,2016,4113441.0,2017,4841040.0,727599.0,18.0
Libya,2010,298668.19,2011,352000.0,53331.81,18.0
Malawi,2016,1043338.0,2017,1226603.0,183265.0,18.0
Malawi,2019,1113077.0,2020,1318236.0,205159.0,18.0
Nepal,2008,2054817.0,2009,2424048.0,369231.0,18.0
Iran (Islamic Republic of),2007,4026412.0,2008,4733001.6,706589.5999999996,18.0
Niger,2021,339524.18,2022,400148.41,60624.22999999998,18.0
Uzbekistan,2007,1188900.0,2008,1398700.0,209800.0,18.0
Bulgaria,2007,298722.0,2008,353060.0,54338.0,18.0
Colombia,2015,2582146.86,2016,3034031.45,451884.5900000003,18.0
Czechia,2004,861798.0,2005,1013000.0,151202.0,18.0
Australia,2020,1076780.11,2021,1267638.64,190858.5299999998,18.0
Austria,2019,751260.0,2020,885890.0,134630.0,18.0
Sweden,2018,723000.0,2019,846900.0,123900.0,17.0
Ethiopia,2006,449995.0,2007,525657.0,75662.0,17.0
Ethiopia,2013,784993.0,2014,921832.0,136839.0,17.0
Germany,2010,10143090.0,2011,11837200.0,1694110.0,17.0
Ireland,2016,352000.0,2017,412425.0,60425.0,17.0
Kazakhstan,2008,2354440.0,2009,2755570.0,401130.0,17.0
Latvia,2006,550900.0,2007,642100.0,91200.0,17.0
Republic of Korea,2017,466755.0,2018,548065.0,81310.0,17.0
Republic of Moldova,2000,329972.0,2001,384827.0,54855.0,17.0
Chile,2009,924555.0,2010,1081349.2,156794.19999999995,17.0
Algeria,2010,3300312.0,2011,3862194.0,561882.0,17.0
Belarus,2002,7420700.0,2003,8649583.0,1228883.0,17.0
Belgium,2012,2929800.0,2013,3428000.0,498200.0,17.0
Bosnia and Herzegovina,2014,300408.0,2015,351216.0,50808.0,17.0
Bosnia and Herzegovina,2017,337136.6,2018,394274.0,57137.40000000002,17.0
Bosnia and Herzegovina,2022,312923.0,2023,366354.0,53431.0,17.0
Spain,2013,2199600.0,2014,2543930.0,344330.0,16.0
Tajikistan,2001,308189.0,2002,356703.0,48514.0,16.0
France,2013,6957008.0,2014,8085184.0,1128176.0,16.0
Germany,2006,10030600.0,2007,11643769.0,1613169.0,16.0
Lebanon,2014,451860.0,2015,524265.15,72405.15000000002,16.0
Malawi,2003,1884197.0,2004,2182624.0,298427.0,16.0
Morocco,2001,1154600.0,2002,1334380.0,179780.0,16.0
Morocco,2012,1656891.0,2013,1928606.3,271715.30000000005,16.0
Netherlands (Kingdom of the),2003,6468762.0,2004,7487700.0,1018938.0,16.0
Netherlands (Kingdom of the),2018,6025370.0,2019,6961230.0,935860.0,16.0
Hungary,2013,487360.0,2014,567430.0,80070.0,16.0
India,2010,36577300.0,2011,42339400.0,5762100.0,16.0
Pakistan,2008,2539000.0,2009,2941300.0,402300.0,16.0
Romania,2016,2689733.0,2017,3116912.0,427179.0,16.0
Uzbekistan,2006,1020989.0,2007,1188900.0,167911.0,16.0
Cameroon,2021,320077.0,2022,370976.22,50899.21999999997,16.0
Canada,2020,5286792.0,2021,6152723.0,865931.0,16.0
Chile,2007,834223.0,2008,965767.0,131544.0,16.0
Algeria,2012,4219476.0,2013,4886538.0,667062.0,16.0
Armenia,2010,481956.0,2011,557322.0,75366.0,16.0
Armenia,2011,557322.0,2012,647201.0,89879.0,16.0
Australia,2007,1211988.0,2008,1409195.0,197207.0,16.0
Azerbaijan,2004,930445.0,2005,1083074.0,152629.0,16.0
Bosnia and Herzegovina,2019,381308.0,2020,441218.0,59910.0,16.0
Sudan (former),2004,336000.0,2005,385000.0,49000.0,15.0
Switzerland,2003,458000.0,2004,526700.0,68700.0,15.0
Tajikistan,2006,573687.0,2007,662093.0,88406.0,15.0
Tajikistan,2011,863100.0,2012,991044.0,127944.0,15.0
Denmark,2003,1412200.0,2004,1629400.0,217200.0,15.0
Denmark,2019,2408700.0,2020,2762900.0,354200.0,15.0
Egypt,2021,6273931.0,2022,7210464.0,936533.0,15.0
Ethiopia,2020,1141871.73,2021,1309600.0,167728.27000000002,15.0
Malawi,2011,3613290.0,2012,4152204.0,538914.0,15.0
Mexico,2006,1522611.0,2007,1750797.0,228186.0,15.0
Myanmar,2002,346100.0,2003,396600.0,50500.0,15.0
Nepal,2017,2691037.21,2018,3088000.0,396962.79000000004,15.0
Indonesia,2011,955488.0,2012,1094232.0,138744.0,15.0
Peru,2015,4704976.0,2016,5389231.02,684255.0199999996,15.0
Republic of Korea,2018,548065.0,2019,630140.0,82075.0,15.0
Romania,2000,3469805.0,2001,3997057.0,527252.0,15.0
United Kingdom of Great Britain and Northern Ireland,2016,5395000.0,2017,6218000.0,823000.0,15.0
Canada,2005,4443363.64,2006,5101863.64,658500.0,15.0
Colombia,2012,1847145.0,2013,2129318.8,282173.7999999998,15.0
Azerbaijan,2001,605821.0,2002,694947.0,89126.0,15.0
Bangladesh,2003,3385910.0,2004,3907120.0,521210.0,15.0
Saudi Arabia,2004,387340.0,2005,440974.0,53634.0,14.0
Serbia,2022,523762.0,2023,599574.0,75812.0,14.0
South Africa,2016,2150811.0,2017,2456990.0,306179.0,14.0
Sweden,2003,857100.0,2004,979100.0,122000.0,14.0
Tajikistan,2010,760139.0,2011,863100.0,102961.0,14.0
Tunisia,2009,324000.0,2010,370000.0,46000.0,14.0
France,2001,6049645.9,2002,6874391.0,824745.0999999996,14.0
France,2003,6355131.2,2004,7255378.0,900246.7999999998,14.0
Malawi,2008,2993818.0,2009,3427764.0,433946.0,14.0
Nepal,2005,1738840.0,2006,1974755.0,235915.0,14.0
Iraq,2000,545000.0,2001,623000.0,78000.0,14.0
Kenya,2016,1335882.87,2017,1519870.0,183987.1299999999,14.0
Portugal,2011,389798.0,2012,445649.0,55851.0,14.0
Portugal,2016,451041.0,2017,515030.0,63989.0,14.0
Türkiye,2014,4166000.0,2015,4760000.0,594000.0,14.0
Algeria,2004,1896270.0,2005,2156550.0,260280.0,14.0
Armenia,2003,507518.0,2004,576427.0,68909.0,14.0
Australia,2011,1128208.0,2012,1288186.0,159978.0,14.0
Belarus,2003,8649583.0,2004,9902165.0,1252582.0,14.0
Serbia,2007,743282.0,2008,843545.0,100263.0,13.0
Syrian Arab Republic,2001,453435.0,2002,513200.0,59765.0,13.0
Syrian Arab Republic,2018,562342.0,2019,635519.0,73177.0,13.0
Tajikistan,2012,991044.0,2013,1115696.0,124652.0,13.0
Ethiopia,2014,921832.0,2015,1039736.6,117904.59999999998,13.0
France,2006,6362823.0,2007,7189093.3,826270.2999999998,13.0
Guatemala,2003,363136.98,2004,411512.0,48375.02000000002,13.0
Libya,2022,326490.2,2023,370357.56,43867.359999999986,13.0
Myanmar,2003,396600.0,2004,449300.0,52700.0,13.0
Netherlands (Kingdom of the),2016,6534338.0,2017,7391881.0,857543.0,13.0
Indonesia,2002,893824.0,2003,1009979.0,116155.0,13.0
Indonesia,2008,1044492.0,2009,1176304.0,131812.0,13.0
Ireland,2003,488200.0,2004,552200.0,64000.0,13.0
Israel,2006,548182.0,2007,618803.0,70621.0,13.0
Israel,2010,548650.4,2011,621106.0,72455.59999999998,13.0
Italy,2003,1610436.0,2004,1821506.0,211070.0,13.0
Kenya,2020,1859776.0,2021,2107824.0,248048.0,13.0
Republic of Korea,2022,480601.0,2023,544041.57,63440.56999999995,13.0
Rwanda,2016,751283.74,2017,846183.97,94900.22999999998,13.0
Turkmenistan,2022,698748.99,2023,788265.04,89516.05000000005,13.0
Venezuela (Bolivarian Republic of),2018,379472.0,2019,427319.0,47847.0,13.0
Austria,2007,668755.0,2008,756945.0,88190.0,13.0
Bangladesh,2002,2994000.0,2003,3385910.0,391910.0,13.0
Belarus,2021,3405055.0,2022,3858797.0,453742.0,13.0
Belgium,2001,2564300.0,2002,2909000.0,344700.0,13.0
Brazil,2006,3151721.0,2007,3550510.0,398789.0,13.0
Serbia,2015,639410.0,2016,714350.0,74940.0,12.0
South Africa,2009,1866580.0,2010,2090214.0,223634.0,12.0
Spain,2018,2010930.0,2019,2259320.0,248390.0,12.0
Syrian Arab Republic,2004,541743.0,2005,608400.0,66657.0,12.0
Syrian Arab Republic,2022,554740.0,2023,619568.0,64828.0,12.0
France,2010,6622043.0,2011,7440219.0,818176.0,12.0
Libya,2017,319111.67,2018,357590.0,38478.330000000016,12.0
Mexico,2002,1483500.0,2003,1661779.0,178279.0,12.0
Mozambique,2017,294600.0,2018,329600.0,35000.0,12.0
Nepal,2001,1313717.0,2002,1472757.0,159040.0,12.0
India,2016,43417000.0,2017,48605000.0,5188000.0,12.0
India,2020,48562000.0,2021,54230000.0,5668000.0,12.0
Iran (Islamic Republic of),2002,3755804.1,2003,4210637.0,454832.8999999999,12.0
Kazakhstan,2004,2260690.0,2005,2520770.0,260080.0,12.0
Kyrgyzstan,2000,1045555.0,2001,1168396.0,122841.0,12.0
Norway,2000,356500.0,2001,400600.0,44100.0,12.0
Norway,2013,318000.0,2014,357700.0,39700.0,12.0
Pakistan,2002,1730720.0,2003,1946300.0,215580.0,12.0
Pakistan,2012,3393000.0,2013,3802275.0,409275.0,12.0
Ukraine,2003,18453000.0,2004,20754800.0,2301800.0,12.0
Canada,2002,4715045.45,2003,5293545.45,578500.0,12.0
Czechia,2019,622600.0,2020,696220.0,73620.0,12.0
Afghanistan,2013,302980.0,2014,340257.0,37277.0,12.0
Argentina,2000,2220529.0,2001,2497156.0,276627.0,12.0
Azerbaijan,2018,898913.8,2019,1004172.0,105258.19999999995,12.0
Belgium,2008,2943205.0,2009,3296077.0,352872.0,12.0
Belgium,2022,3577730.0,2023,4021930.0,444200.0,12.0
South Africa,2014,2247495.0,2015,2486647.0,239152.0,11.0
Switzerland,2021,342752.0,2022,382029.0,39277.0,11.0
Syrian Arab Republic,2003,486600.0,2004,541743.0,55143.0,11.0
Syrian Arab Republic,2016,507384.0,2017,562416.0,55032.0,11.0
Tajikistan,2003,473331.0,2004,527240.0,53909.0,11.0
Tunisia,2017,420000.0,2018,465000.0,45000.0,11.0
Denmark,2016,1954016.0,2017,2171000.0,216984.0,11.0
Nepal,2000,1182500.0,2001,1313717.0,131217.0,11.0
Indonesia,2021,1361064.0,2022,1503998.26,142934.26,11.0
Pakistan,2010,3141500.0,2011,3491800.0,350300.0,11.0
Poland,2010,8448180.0,2011,9361848.0,913668.0,11.0
Portugal,2013,487646.0,2014,539872.0,52226.0,11.0
Rwanda,2008,1161943.0,2009,1289623.0,127680.0,11.0
Ukraine,2002,16619500.0,2003,18453000.0,1833500.0,11.0
Uzbekistan,2009,1530500.0,2010,1694800.0,164300.0,11.0
Yemen,2011,264676.0,2012,294686.0,30010.0,11.0
Canada,2001,4229318.18,2002,4715045.45,485727.2700000005,11.0
Chile,2019,1162568.0,2020,1288154.0,125586.0,11.0
Argentina,2019,2600000.0,2020,2884000.0,284000.0,11.0
Armenia,2007,583934.0,2008,648562.0,64628.0,11.0
Azerbaijan,2002,694947.0,2003,769047.0,74100.0,11.0
Bangladesh,2005,4855377.0,2006,5368400.0,513023.0,11.0
Bolivia (Plurinational State of),2017,1045291.11,2018,1160939.56,115648.45000000007,11.0
Bosnia and Herzegovina,2007,387239.0,2008,428635.0,41396.0,11.0
Switzerland,2008,473100.0,2009,521500.0,48400.0,10.0
Tajikistan,2009,690853.0,2010,760139.0,69286.0,10.0
Tunisia,2012,350000.0,2013,385000.0,35000.0,10.0
Tunisia,2015,400000.0,2016,440000.0,40000.0,10.0
Denmark,2015,1772466.0,2016,1954016.0,181550.0,10.0
Denmark,2021,2374600.0,2022,2617600.0,243000.0,10.0
Egypt,2011,4338431.0,2012,4758040.0,419609.0,10.0
Finland,2008,684400.0,2009,755300.0,70900.0,10.0
Finland,2015,532100.0,2016,587600.0,55500.0,10.0
Germany,2019,10602200.0,2020,11715100.0,1112900.0,10.0
Guatemala,2021,585358.0,2022,643343.0,57985.0,10.0
Lebanon,2019,572110.0,2020,628410.0,56300.0,10.0
Lithuania,2013,426500.0,2014,468500.0,42000.0,10.0
Morocco,2016,1743616.5,2017,1924871.0,181254.5,10.0
Mozambique,2018,329600.0,2019,362600.0,33000.0,10.0
Netherlands (Kingdom of the),2006,6239600.0,2007,6870400.0,630800.0,10.0
India,2001,22242700.0,2002,24456100.0,2213400.0,10.0
Indonesia,2017,1164743.0,2018,1284760.0,120017.0,10.0
Iran (Islamic Republic of),2010,4275000.8,2011,4708003.0,433002.2000000002,10.0
Iraq,2012,586000.0,2013,647337.0,61337.0,10.0
Kyrgyzstan,2005,1141456.0,2006,1254762.0,113306.0,10.0
Lebanon,2013,412000.0,2014,451860.0,39860.0,10.0
Peru,2011,4072455.0,2012,4474712.65,402257.6500000004,10.0
Portugal,2001,738355.0,2002,811184.0,72829.0,10.0
Republic of Korea,2001,603627.0,2002,666173.0,62546.0,10.0
Romania,2008,3649020.0,2009,4003980.0,354960.0,10.0
Türkiye,2022,5200000.0,2023,5700000.0,500000.0,10.0
Uganda,2021,394400.0,2022,434000.0,39600.0,10.0
United States of America,2022,18236860.0,2023,19992090.0,1755230.0,10.0
Uzbekistan,2005,924180.0,2006,1020989.0,96809.0,10.0
Uzbekistan,2010,1694800.0,2011,1862600.0,167800.0,10.0
Uzbekistan,2011,1862600.0,2012,2057200.0,194600.0,10.0
Uzbekistan,2014,2452400.0,2015,2696914.0,244514.0,10.0
Burundi,2020,357668.0,2021,394279.0,36611.0,10.0
China,2009,69885890.0,2010,76592184.0,6706294.0,10.0
Croatia,2001,670233.0,2002,736198.0,65965.0,10.0
Austria,2004,693054.0,2005,763165.0,70111.0,10.0
Bangladesh,2000,2933000.0,2001,3216000.0,283000.0,10.0
Belarus,2009,7124981.0,2010,7831111.0,706130.0,10.0
Brazil,2001,2848664.0,2002,3126410.0,277746.0,10.0
Brazil,2010,3547510.0,2011,3917234.0,369724.0,10.0
South Africa,2003,1649820.0,2004,1799623.0,149803.0,9.0
Tunisia,2022,400000.0,2023,436138.2,36138.20000000001,9.0
France,2012,6376057.6,2013,6957008.0,580950.4000000004,9.0
France,2018,7860380.0,2019,8560410.0,700030.0,9.0
Germany,2016,10772100.0,2017,11720000.0,947900.0,9.0
Germany,2022,10683400.0,2023,11607300.0,923900.0,9.0
Malawi,2012,4152204.0,2013,4535955.0,383751.0,9.0
Mexico,2004,1506510.0,2005,1634701.0,128191.0,9.0
Mexico,2019,1783895.95,2020,1943910.46,160014.51,9.0
India,2012,41483000.0,2013,45343600.0,3860600.0,9.0
Iran (Islamic Republic of),2013,4597631.0,2014,4988655.4,391024.4000000004,9.0
Ireland,2001,477600.0,2002,518600.0,41000.0,9.0
Israel,2008,557917.0,2009,608832.0,50915.0,9.0
Italy,2008,1603828.0,2009,1753217.0,149389.0,9.0
Japan,2006,2635000.0,2007,2873000.0,238000.0,9.0
Japan,2016,2199000.0,2017,2395000.0,196000.0,9.0
Kyrgyzstan,2006,1254762.0,2007,1373780.0,119018.0,9.0
Peru,2004,3008159.0,2005,3289699.0,281540.0,9.0
Portugal,2005,548007.0,2006,595291.0,47284.0,9.0
Portugal,2012,445649.0,2013,487646.0,41997.0,9.0
