Country,Prev_Year,Prev_Year_Production,Year,Production,YOY,YOY_Perc
Canada,2012,5641541.0,2013,5733494.0,91953.0,2.0
Canada,2021,6152723.0,2022,6275106.0,122383.0,2.0
China,2008,68633152.0,2009,69885890.0,1252738.0,2.0
China,2012,84403933.0,2013,85930827.0,1526894.0,2.0
China,2017,88536429.0,2018,90321442.0,1785013.0,2.0
China,2020,92852722.05,2021,94412175.0,1559452.950000003,2.0
Colombia,2022,2526330.01,2023,2573450.49,47120.48000000045,2.0
Democratic People's Republic of Korea,2020,661092.0,2021,675468.27,14376.270000000019,2.0
Angola,2009,823266.0,2010,841279.0,18013.0,2.0
Angola,2012,654160.0,2013,670136.0,15976.0,2.0
Argentina,2010,2011097.39,2011,2058375.56,47278.17000000016,2.0
Argentina,2013,2211553.96,2014,2264803.89,53249.93000000017,2.0
Armenia,2012,647201.0,2013,660511.0,13310.0,2.0
Australia,2001,1302110.0,2002,1333158.0,31048.0,2.0
Austria,2006,654621.0,2007,668755.0,14134.0,2.0
Azerbaijan,2014,819319.0,2015,839795.0,20476.0,2.0
Azerbaijan,2020,1037636.8,2021,1061957.7,24320.899999999907,2.0
Bangladesh,2015,9254285.0,2016,9474099.0,219814.0,2.0
Belarus,2005,8184953.0,2006,8329412.0,144459.0,2.0
Belarus,2016,4896600.0,2017,5009400.0,112800.0,2.0
Bolivia (Plurinational State of),2002,728785.0,2003,745343.0,16558.0,2.0
Bolivia (Plurinational State of),2004,748095.0,2005,761891.0,13796.0,2.0
Bolivia (Plurinational State of),2007,735254.0,2008,747968.0,12714.0,2.0
Sudan,2020,493882.34,2021,504305.82,10423.479999999981,2.0
Sweden,2013,806100.0,2014,822100.0,16000.0,2.0
Switzerland,2001,517900.0,2002,526200.0,8300.0,2.0
Syrian Arab Republic,2019,635519.0,2020,647319.0,11800.0,2.0
Tajikistan,2008,679774.0,2009,690853.0,11079.0,2.0
Tajikistan,2020,1021500.0,2021,1041300.0,19800.0,2.0
Denmark,2014,1733400.0,2015,1772466.0,39066.0,2.0
Egypt,2017,4841040.0,2018,4960062.0,119022.0,2.0
Finland,2010,659100.0,2011,673300.0,14200.0,2.0
France,2020,8822180.0,2021,8987220.0,165040.0,2.0
Georgia,2002,415341.0,2003,425246.0,9905.0,2.0
Greece,2012,875908.01,2013,893833.14,17925.130000000005,2.0
Greece,2016,491973.22,2017,499506.0,7532.780000000028,2.0
Guatemala,2005,432128.38,2006,439127.31,6998.929999999993,2.0
Guatemala,2010,481855.71,2011,492007.0,10151.289999999979,2.0
Guatemala,2012,507506.0,2013,515580.0,8074.0,2.0
Guatemala,2014,523250.55,2015,534785.4,11534.850000000035,2.0
Guatemala,2016,538532.08,2017,551122.0,12589.920000000042,2.0
Guatemala,2017,551122.0,2018,560655.0,9533.0,2.0
Guatemala,2019,585358.0,2020,598685.0,13327.0,2.0
Libya,2011,352000.0,2012,360000.0,8000.0,2.0
Libya,2019,359460.0,2020,366750.0,7290.0,2.0
Malawi,2021,1419527.0,2022,1442661.0,23134.0,2.0
Mexico,2009,1501232.0,2010,1536617.0,35385.0,2.0
Mozambique,2020,470430.0,2021,479839.0,9409.0,2.0
Myanmar,2009,554400.0,2010,563600.0,9200.0,2.0
Nepal,2022,3410829.0,2023,3487815.76,76986.75999999978,2.0
India,2013,45343600.0,2014,46395000.0,1051400.0,2.0
Indonesia,2018,1284760.0,2019,1314654.23,29894.22999999998,2.0
Israel,2000,388665.0,2001,396318.0,7653.0,2.0
Italy,2005,1753526.0,2006,1782805.0,29279.0,2.0
Italy,2018,1307600.0,2019,1338430.0,30830.0,2.0
Japan,2000,2898000.0,2001,2959000.0,61000.0,2.0
Japan,2013,2408000.0,2014,2456000.0,48000.0,2.0
Kazakhstan,2002,2268840.0,2003,2308340.0,39500.0,2.0
Kazakhstan,2006,2361620.0,2007,2414770.0,53150.0,2.0
Kazakhstan,2011,3076134.7,2012,3126436.5,50301.799999999814,2.0
Kazakhstan,2013,3343593.6,2014,3410536.0,66942.3999999999,2.0
Kazakhstan,2019,2113762.87,2020,2164918.48,51155.60999999987,2.0
Kyrgyzstan,2016,1388369.4,2017,1416011.0,27641.600000000093,2.0
Kyrgyzstan,2017,1416011.0,2018,1446610.0,30599.0,2.0
Kyrgyzstan,2022,1257012.0,2023,1286827.0,29815.0,2.0
Latvia,2013,495900.0,2014,505688.0,9788.0,2.0
Lebanon,2004,499000.0,2005,511400.0,12400.0,2.0
Bosnia and Herzegovina,2001,397111.0,2002,404491.0,7380.0,2.0
Saudi Arabia,2010,398993.0,2011,404679.0,5686.0,1.0
Saudi Arabia,2017,476418.0,2018,482350.0,5932.0,1.0
Saudi Arabia,2022,605000.0,2023,610389.9,5389.900000000023,1.0
Serbia and Montenegro,2001,1015017.0,2002,1030022.0,15005.0,1.0
Serbia and Montenegro,2004,1092129.0,2005,1102392.0,10263.0,1.0
South Africa,2011,2197192.0,2012,2228713.0,31521.0,1.0
Spain,2020,2051830.0,2021,2081110.0,29280.0,1.0
Sudan,2012,339360.0,2013,342754.0,3394.0,1.0
Sudan,2016,415300.0,2017,418622.4,3322.4000000000233,1.0
Sudan,2022,520134.38,2023,527770.45,7636.069999999949,1.0
Sweden,2006,777800.0,2007,789000.0,11200.0,1.0
Sweden,2008,853200.0,2009,857900.0,4700.0,1.0
Tajikistan,2015,887418.0,2016,898115.9,10697.900000000023,1.0
Tunisia,2013,385000.0,2014,390000.0,5000.0,1.0
Finland,2019,618900.0,2020,624400.0,5500.0,1.0
Greece,2005,892119.68,2006,901705.0,9585.319999999949,1.0
Greece,2018,465770.0,2019,470210.0,4440.0,1.0
Guatemala,2013,515580.0,2014,523250.55,7670.549999999988,1.0
Guatemala,2015,534785.4,2016,538532.08,3746.679999999935,1.0
Morocco,2013,1928606.3,2014,1950981.5,22375.199999999953,1.0
Myanmar,2008,548500.0,2009,554400.0,5900.0,1.0
Nepal,2018,3088000.0,2019,3112947.0,24947.0,1.0
Nepal,2019,3112947.0,2020,3131830.0,18883.0,1.0
Netherlands (Kingdom of the),2007,6870400.0,2008,6922700.0,52300.0,1.0
Netherlands (Kingdom of the),2019,6961230.0,2020,7020060.0,58830.0,1.0
India,2005,28787700.0,2006,29174600.0,386900.0,1.0
Israel,2019,524394.0,2020,527965.0,3571.0,1.0
Kazakhstan,2015,3521048.0,2016,3545695.0,24647.0,1.0
Kazakhstan,2020,2164918.48,2021,2178318.97,13400.490000000224,1.0
Kazakhstan,2021,2178318.97,2022,2204735.48,26416.509999999776,1.0
Kyrgyzstan,2012,1312699.0,2013,1332020.0,19321.0,1.0
Nigeria,2011,1077058.41,2012,1085139.45,8081.040000000037,1.0
Nigeria,2019,1210935.65,2020,1221405.66,10470.01000000001,1.0
Peru,2009,3765289.0,2010,3814373.0,49084.0,1.0
Portugal,2003,737570.0,2004,742019.0,4449.0,1.0
Portugal,2020,409640.0,2021,413320.0,3680.0,1.0
Republic of Korea,2010,616707.0,2011,622202.0,5495.0,1.0
Russian Federation,2004,27876247.0,2005,28136991.0,260744.0,1.0
Rwanda,2015,742626.0,2016,751283.74,8657.73999999999,1.0
Turkmenistan,2016,351971.23,2017,354743.0,2771.7700000000186,1.0
Turkmenistan,2017,354743.0,2018,359747.3,5004.299999999988,1.0
Türkiye,2016,4750000.0,2017,4800000.0,50000.0,1.0
Ukraine,2008,19545400.0,2009,19666100.0,120700.0,1.0
Ukraine,2017,22208220.0,2018,22503970.0,295750.0,1.0
United Republic of Tanzania,2005,651010.0,2006,660000.0,8990.0,1.0
United States of America,2006,19989724.0,2007,20179192.0,189468.0,1.0
Venezuela (Bolivarian Republic of),2006,454142.0,2007,456661.0,2519.0,1.0
Venezuela (Bolivarian Republic of),2021,475026.65,2022,481616.71,6590.059999999998,1.0
Viet Nam,2006,370000.0,2007,372000.0,2000.0,1.0
Brazil,2019,3711744.0,2020,3752999.0,41255.0,1.0
Canada,2016,5345626.0,2017,5419238.0,73612.0,1.0
China,2022,92360428.0,2023,93491818.56,1131390.5600000024,1.0
Colombia,2013,2129318.8,2014,2157568.0,28249.200000000186,1.0
Democratic People's Republic of Korea,2003,2023000.0,2004,2052000.0,29000.0,1.0
Democratic People's Republic of Korea,2004,2052000.0,2005,2070000.0,18000.0,1.0
Afghanistan,2021,879371.0,2022,889000.0,9629.0,1.0
Algeria,2003,1879918.0,2004,1896270.0,16352.0,1.0
Algeria,2005,2156550.0,2006,2180961.0,24411.0,1.0
Algeria,2017,4606402.4,2018,4653322.15,46919.75,1.0
Angola,2020,480560.0,2021,485371.0,4811.0,1.0
Argentina,2016,2430866.0,2017,2459310.23,28444.22999999998,1.0
Argentina,2017,2459310.23,2018,2483769.25,24459.02000000002,1.0
Azerbaijan,2016,902396.4,2017,913898.8,11502.400000000023,1.0
Azerbaijan,2021,1061957.7,2022,1074261.3,12303.600000000093,1.0
Bolivia (Plurinational State of),2013,1054757.38,2014,1064384.0,9626.620000000112,1.0
Bolivia (Plurinational State of),2015,1058683.0,2016,1073744.0,15061.0,1.0
Brazil,2005,3130174.0,2006,3151721.0,21547.0,1.0
Saudi Arabia,2011,404679.0,2012,405680.0,1001.0,0.0
Serbia,2010,887363.0,2011,891513.0,4150.0,0.0
South Africa,2017,2456990.0,2018,2467724.0,10734.0,0.0
South Africa,2019,2673768.0,2020,2669147.0,-4621.0,-0.0
Spain,2012,2192284.0,2013,2199600.0,7316.0,0.0
Spain,2016,2246204.0,2017,2239470.0,-6734.0,-0.0
Sudan,2015,413800.0,2016,415300.0,1500.0,0.0
Sweden,2012,805400.0,2013,806100.0,700.0,0.0
Syrian Arab Republic,2015,505249.0,2016,507384.0,2135.0,0.0
Syrian Arab Republic,2017,562416.0,2018,562342.0,-74.0,-0.0
Tunisia,2020,450000.0,2021,450000.0,0.0,0.0
Egypt,2009,3659284.0,2010,3643217.0,-16067.0,-0.0
Ethiopia,2003,509715.0,2004,509716.0,1.0,0.0
Ethiopia,2005,449996.0,2006,449995.0,-1.0,-0.0
Ethiopia,2021,1309600.0,2022,1315168.12,5568.120000000112,0.0
Finland,2003,617400.0,2004,619400.0,2000.0,0.0
Guatemala,2007,451669.14,2008,449800.34,-1868.7999999999884,-0.0
Mexico,2000,1627217.0,2001,1628450.0,1233.0,0.0
Mexico,2020,1943910.46,2021,1947760.98,3850.5200000000186,0.0
Morocco,2004,1481800.0,2005,1478540.0,-3260.0,-0.0
Myanmar,2013,540100.0,2014,542300.0,2200.0,0.0
Nepal,2010,2517696.0,2011,2508044.0,-9652.0,-0.0
New Zealand,2000,500000.0,2001,500000.0,0.0,0.0
New Zealand,2001,500000.0,2002,500000.0,0.0,0.0
New Zealand,2002,500000.0,2003,500000.0,0.0,0.0
New Zealand,2003,500000.0,2004,500000.0,0.0,0.0
New Zealand,2004,500000.0,2005,500000.0,0.0,0.0
New Zealand,2005,500000.0,2006,501000.0,1000.0,0.0
Hungary,2006,564443.0,2007,563100.0,-1343.0,-0.0
Indonesia,2005,1009619.0,2006,1011911.0,2292.0,0.0
Iran (Islamic Republic of),2018,3574933.7,2019,3562728.38,-12205.320000000298,-0.0
Italy,2006,1782805.0,2007,1781648.0,-1157.0,-0.0
Italy,2014,1365440.0,2015,1369101.0,3661.0,0.0
Italy,2015,1369101.0,2016,1368919.8,-181.19999999995343,-0.0
Kazakhstan,2016,3545695.0,2017,3551114.0,5419.0,0.0
Lebanon,2007,514600.0,2008,514600.0,0.0,0.0
New Zealand,2010,525000.0,2011,526662.41,1662.4100000000326,0.0
New Zealand,2016,472344.94,2017,472183.09,-161.84999999997672,-0.0
New Zealand,2020,552975.03,2021,550401.87,-2573.1600000000326,-0.0
New Zealand,2022,426942.43,2023,428570.64,1628.210000000021,0.0
Nigeria,2000,599000.0,2001,599000.0,0.0,0.0
Nigeria,2020,1221405.66,2021,1216884.87,-4520.789999999804,-0.0
Nigeria,2021,1216884.87,2022,1216408.73,-476.1400000001304,-0.0
Nigeria,2022,1216408.73,2023,1218233.09,1824.3600000001024,0.0
Norway,2009,332500.0,2010,333200.0,700.0,0.0
Pakistan,2003,1946300.0,2004,1938100.0,-8200.0,-0.0
Pakistan,2015,3997579.0,2016,3977595.0,-19984.0,-0.0
Peru,2014,4704987.0,2015,4704976.0,-11.0,-0.0
Republic of Korea,2020,553194.0,2021,554893.0,1699.0,0.0
Republic of Moldova,2005,378223.0,2006,376955.0,-1268.0,-0.0
Romania,2015,2699684.0,2016,2689733.0,-9951.0,-0.0
Russian Federation,2000,29464801.0,2001,29498810.0,34009.0,0.0
Russian Federation,2005,28136991.0,2006,28259734.0,122743.0,0.0
Türkiye,2015,4760000.0,2016,4750000.0,-10000.0,-0.0
Ukraine,2005,19462400.0,2006,19467100.0,4700.0,0.0
United Kingdom of Great Britain and Northern Ireland,2000,6636000.0,2001,6649000.0,13000.0,0.0
United States of America,2002,20782288.0,2003,20783556.0,1268.0,0.0
United States of America,2014,20056500.0,2015,20012720.0,-43780.0,-0.0
United States of America,2016,20426359.0,2017,20453430.0,27071.0,0.0
United States of America,2017,20453430.0,2018,20421560.0,-31870.0,-0.0
Uzbekistan,2016,2789476.0,2017,2793689.0,4213.0,0.0
Viet Nam,2005,370000.0,2006,370000.0,0.0,0.0
Zimbabwe,2017,476088.0,2018,476904.0,816.0,0.0
Brazil,2015,3867681.0,2016,3851396.0,-16285.0,-0.0
Brazil,2018,3728953.0,2019,3711744.0,-17209.0,-0.0
Colombia,2001,1764505.0,2002,1761057.0,-3448.0,-0.0
Afghanistan,2022,889000.0,2023,889000.0,0.0,0.0
Algeria,2021,4360880.0,2022,4356127.74,-4752.2599999997765,-0.0
Angola,2010,841279.0,2011,841252.0,-27.0,-0.0
Angola,2013,670136.0,2014,671468.0,1332.0,0.0
Angola,2014,671468.0,2015,668566.0,-2902.0,-0.0
Angola,2015,668566.0,2016,670456.0,1890.0,0.0
Angola,2022,502204.0,2023,501623.0,-581.0,-0.0
Argentina,2006,1943632.0,2007,1950000.0,6368.0,0.0
Argentina,2020,2884000.0,2021,2871705.88,-12294.120000000112,-0.0
Armenia,2015,607719.0,2016,606314.0,-1405.0,-0.0
Austria,2000,694609.0,2001,694602.0,-7.0,-0.0
Belarus,2007,8743976.0,2008,8748630.0,4654.0,0.0
Belarus,2018,4347600.0,2019,4354700.0,7100.0,0.0
Bolivia (Plurinational State of),2003,745343.0,2004,748095.0,2752.0,0.0
Saudi Arabia,2006,468596.0,2007,463000.0,-5596.0,-1.0
Saudi Arabia,2008,446953.0,2009,444138.0,-2815.0,-1.0
Serbia,2009,898282.0,2010,887363.0,-10919.0,-1.0
Spain,2006,2515001.0,2007,2479582.0,-35419.0,-1.0
Sweden,2001,925000.0,2002,913550.0,-11450.0,-1.0
Sweden,2016,862500.0,2017,852500.0,-10000.0,-1.0
Syrian Arab Republic,2005,608400.0,2006,603400.0,-5000.0,-1.0
Denmark,2012,1664200.0,2013,1646300.0,-17900.0,-1.0
Ethiopia,2018,933109.41,2019,924528.36,-8581.050000000047,-1.0
Georgia,2003,425246.0,2004,419527.0,-5719.0,-1.0
Guatemala,2001,355457.66,2002,352654.46,-2803.1999999999534,-1.0
Lebanon,2017,651922.0,2018,645900.0,-6022.0,-1.0
Malawi,2018,1125874.0,2019,1113077.0,-12797.0,-1.0
Mexico,2018,1802591.68,2019,1783895.95,-18695.72999999998,-1.0
Morocco,2014,1950981.5,2015,1924430.0,-26551.5,-1.0
Myanmar,2010,563600.0,2011,555700.0,-7900.0,-1.0
Myanmar,2011,555700.0,2012,551100.0,-4600.0,-1.0
Myanmar,2015,560300.0,2016,554309.0,-5991.0,-1.0
Myanmar,2018,488534.85,2019,485823.0,-2711.8499999999767,-1.0
Myanmar,2021,441807.0,2022,439120.0,-2687.0,-1.0
India,2008,34658000.0,2009,34390900.0,-267100.0,-1.0
Indonesia,2006,1011911.0,2007,1003730.0,-8181.0,-1.0
Indonesia,2015,1219270.0,2016,1213041.0,-6229.0,-1.0
Israel,2004,599780.0,2005,593890.0,-5890.0,-1.0
Italy,2010,1558030.0,2011,1547047.0,-10983.0,-1.0
Japan,2020,2205000.0,2021,2175000.0,-30000.0,-1.0
Kyrgyzstan,2013,1332020.0,2014,1320700.0,-11320.0,-1.0
Latvia,2015,497320.0,2016,491600.0,-5720.0,-1.0
Nigeria,2017,1234968.04,2018,1218313.3,-16654.73999999999,-1.0
Nigeria,2018,1218313.3,2019,1210935.65,-7377.65000000014,-1.0
Peru,2005,3289699.0,2006,3248416.0,-41283.0,-1.0
Russian Federation,2018,22394960.0,2019,22074873.5,-320086.5,-1.0
Türkiye,2007,4227726.0,2008,4196522.0,-31204.0,-1.0
United Kingdom of Great Britain and Northern Ireland,2021,5127386.91,2022,5062283.0,-65103.91000000015,-1.0
United States of America,2003,20783556.0,2004,20675012.0,-108544.0,-1.0
United States of America,2019,19251320.0,2020,19051790.0,-199530.0,-1.0
Venezuela (Bolivarian Republic of),2022,481616.71,2023,475912.03,-5704.679999999993,-1.0
Canada,2003,5293545.45,2004,5246863.64,-46681.81000000052,-1.0
Canada,2019,5364169.0,2020,5286792.0,-77377.0,-1.0
China,2006,64536069.0,2007,63820389.0,-715680.0,-1.0
China,2018,90321442.0,2019,89562447.0,-758995.0,-1.0
Colombia,2020,2625272.0,2021,2596518.15,-28753.850000000093,-1.0
Angola,2017,461186.0,2018,458217.0,-2969.0,-1.0
Angola,2018,458217.0,2019,455249.0,-2968.0,-1.0
Australia,2012,1288186.0,2013,1273243.0,-14943.0,-1.0
Australia,2014,1171259.0,2015,1154503.0,-16756.0,-1.0
Austria,2001,694602.0,2002,684321.0,-10281.0,-1.0
Bangladesh,2011,8326389.0,2012,8205470.0,-120919.0,-1.0
Bangladesh,2018,9744412.0,2019,9655082.0,-89330.0,-1.0
Bangladesh,2019,9655082.0,2020,9606000.0,-49082.0,-1.0
Belgium,2020,3928910.0,2021,3871470.0,-57440.0,-1.0
Bolivia (Plurinational State of),2005,761891.0,2006,754807.0,-7084.0,-1.0
Bolivia (Plurinational State of),2014,1064384.0,2015,1058683.0,-5701.0,-1.0
Brazil,2002,3126410.0,2003,3089016.0,-37394.0,-1.0
Brazil,2003,3089016.0,2004,3047083.0,-41933.0,-1.0
Saudi Arabia,2018,482350.0,2019,474065.0,-8285.0,-2.0
South Africa,2004,1799623.0,2005,1767728.0,-31895.0,-2.0
South Africa,2012,2228713.0,2013,2173829.0,-54884.0,-2.0
Spain,2005,2563464.0,2006,2515001.0,-48463.0,-2.0
Spain,2015,2284073.0,2016,2246204.0,-37869.0,-2.0
Sweden,2014,822100.0,2015,802500.0,-19600.0,-2.0
Syrian Arab Republic,2008,720492.0,2009,705586.0,-14906.0,-2.0
Cameroon,2022,370976.22,2023,364284.39,-6691.829999999958,-2.0
Canada,2006,5101863.64,2007,4999181.82,-102681.81999999937,-2.0
Canada,2013,5733494.0,2014,5643277.0,-90217.0,-2.0
Pakistan,2007,2581500.0,2008,2539000.0,-42500.0,-2.0
Türkiye,2020,5200000.0,2021,5100000.0,-100000.0,-2.0
Portugal,2018,431690.0,2019,424290.0,-7400.0,-2.0
Republic of Korea,2008,604592.0,2009,591053.0,-13539.0,-2.0
Republic of Korea,2011,622202.0,2012,607534.0,-14668.0,-2.0
Romania,2007,3712410.0,2008,3649020.0,-63390.0,-2.0
Rwanda,2003,1099549.0,2004,1072770.0,-26779.0,-2.0
Ukraine,2006,19467100.0,2007,19102000.0,-365100.0,-2.0
Ukraine,2021,21356320.0,2022,20899210.0,-457110.0,-2.0
United Kingdom of Great Britain and Northern Ireland,2005,5979000.0,2006,5864000.0,-115000.0,-2.0
United Republic of Tanzania,2006,660000.0,2007,650000.0,-10000.0,-2.0
United Republic of Tanzania,2013,1767536.0,2014,1738017.0,-29519.0,-2.0
United Republic of Tanzania,2022,979131.18,2023,962026.17,-17105.01000000001,-2.0
United States of America,2020,19051790.0,2021,18717000.0,-334790.0,-2.0
Chile,2004,1144170.0,2005,1115736.0,-28434.0,-2.0
Chile,2018,1183356.6,2019,1162568.0,-20788.600000000093,-2.0
China,2004,72243279.0,2005,70911229.0,-1332050.0,-2.0
China,2013,85930827.0,2014,84211784.0,-1719043.0,-2.0
China,2014,84211784.0,2015,82893206.97,-1318577.0300000012,-2.0
China,2021,94412175.0,2022,92360428.0,-2051747.0,-2.0
Czechia,2008,769561.0,2009,752539.0,-17022.0,-2.0
Czechia,2016,699605.0,2017,688969.98,-10635.020000000019,-2.0
Czechia,2021,671860.0,2022,655260.0,-16600.0,-2.0
Argentina,2022,2410599.03,2023,2365997.52,-44601.50999999978,-2.0
Armenia,2004,576427.0,2005,564211.0,-12216.0,-2.0
Australia,2004,1310385.0,2005,1288269.0,-22116.0,-2.0
Australia,2015,1154503.0,2016,1130175.0,-24328.0,-2.0
Australia,2016,1130175.0,2017,1105194.17,-24980.830000000075,-2.0
Azerbaijan,2010,953710.0,2011,938517.0,-15193.0,-2.0
Azerbaijan,2017,913898.8,2018,898913.8,-14985.0,-2.0
Belgium,2019,4027620.0,2020,3928910.0,-98710.0,-2.0
Bolivia (Plurinational State of),2000,721466.0,2001,706324.0,-15142.0,-2.0
Syrian Arab Republic,2011,715276.0,2012,698129.0,-17147.0,-2.0
Tunisia,2006,365000.0,2007,357000.0,-8000.0,-2.0
Finland,2007,701600.0,2008,684400.0,-17200.0,-2.0
Finland,2017,611900.0,2018,600300.0,-11600.0,-2.0
France,2015,7119837.0,2016,6954983.0,-164854.0,-2.0
Georgia,2001,422217.0,2002,415341.0,-6876.0,-2.0
Germany,2007,11643769.0,2008,11369000.0,-274769.0,-2.0
Greece,2009,940931.7,2010,922957.25,-17974.449999999953,-2.0
Greece,2010,922957.25,2011,902491.79,-20465.459999999963,-2.0
Guatemala,2020,598685.0,2021,585358.0,-13327.0,-2.0
Malawi,2010,3673538.0,2011,3613290.0,-60248.0,-2.0
India,2006,29174600.0,2007,28599600.0,-575000.0,-2.0
India,2011,42339400.0,2012,41483000.0,-856400.0,-2.0
India,2018,51310000.0,2019,50190000.0,-1120000.0,-2.0
Indonesia,2019,1314654.23,2020,1282767.76,-31886.469999999972,-2.0
Iraq,2005,808000.0,2006,794000.0,-14000.0,-2.0
Malawi,2015,1065833.0,2016,1043338.0,-22495.0,-2.0
Myanmar,2012,551100.0,2013,540100.0,-11000.0,-2.0
Myanmar,2017,499949.0,2018,488534.85,-11414.150000000023,-2.0
Myanmar,2022,439120.0,2023,432362.93,-6757.070000000007,-2.0
Nepal,2006,1974755.0,2007,1943246.0,-31509.0,-2.0
Netherlands (Kingdom of the),2015,6651692.0,2016,6534338.0,-117354.0,-2.0
Ireland,2015,360100.0,2016,352000.0,-8100.0,-2.0
Israel,2017,522424.0,2018,511163.0,-11261.0,-2.0
Italy,2016,1368919.8,2017,1346936.0,-21983.800000000047,-2.0
Italy,2021,1362130.0,2022,1332980.0,-29150.0,-2.0
Japan,2003,2939000.0,2004,2884000.0,-55000.0,-2.0
Kazakhstan,2003,2308340.0,2004,2260690.0,-47650.0,-2.0
Kazakhstan,2007,2414770.0,2008,2354440.0,-60330.0,-2.0
Kyrgyzstan,2015,1416370.0,2016,1388369.4,-28000.600000000093,-2.0
Kyrgyzstan,2021,1289108.0,2022,1257012.0,-32096.0,-2.0
Latvia,2014,505688.0,2015,497320.0,-8368.0,-2.0
Bolivia (Plurinational State of),2021,1272648.97,2022,1243912.95,-28736.02000000002,-2.0
Rwanda,2021,938281.0,2022,908007.15,-30273.849999999977,-3.0
Saudi Arabia,2007,463000.0,2008,446953.0,-16047.0,-3.0
Slovakia,2003,392426.0,2004,381887.0,-10539.0,-3.0
South Africa,2020,2669147.0,2021,2595280.0,-73867.0,-3.0
South Africa,2021,2595280.0,2022,2528946.0,-66334.0,-3.0
Spain,2000,3078059.0,2001,2992422.0,-85637.0,-3.0
Sweden,2004,979100.0,2005,947300.0,-31800.0,-3.0
Switzerland,2007,489800.0,2008,473100.0,-16700.0,-3.0
Switzerland,2017,461188.0,2018,447600.0,-13588.0,-3.0
Tunisia,2010,370000.0,2011,360000.0,-10000.0,-3.0
Denmark,2001,1543028.0,2002,1504200.0,-38828.0,-3.0
Denmark,2004,1629400.0,2005,1576400.0,-53000.0,-3.0
Finland,2013,621700.0,2014,600300.0,-21400.0,-3.0
Germany,2001,11502844.0,2002,11113856.0,-388988.0,-3.0
Germany,2020,11715100.0,2021,11312100.0,-403000.0,-3.0
Greece,2003,953998.35,2004,924960.59,-29037.76000000001,-3.0
Tunisia,2011,360000.0,2012,350000.0,-10000.0,-3.0
Greece,2011,902491.79,2012,875908.01,-26583.780000000028,-3.0
Lebanon,2022,678092.55,2023,659587.67,-18504.880000000005,-3.0
Morocco,2017,1924871.0,2018,1869149.0,-55722.0,-3.0
Netherlands (Kingdom of the),2012,6765618.0,2013,6576860.0,-188758.0,-3.0
India,2019,50190000.0,2020,48562000.0,-1628000.0,-3.0
Iran (Islamic Republic of),2015,5140623.0,2016,4995327.0,-145296.0,-3.0
Iraq,2002,897000.0,2003,872000.0,-25000.0,-3.0
Ireland,2008,344900.0,2009,336100.0,-8800.0,-3.0
Israel,2021,501153.0,2022,488221.0,-12932.0,-3.0
Italy,2017,1346936.0,2018,1307600.0,-39336.0,-3.0
Kyrgyzstan,2007,1373780.0,2008,1334900.0,-38880.0,-3.0
Kyrgyzstan,2019,1373799.9,2020,1327163.0,-46636.89999999991,-3.0
Kyrgyzstan,2020,1327163.0,2021,1289108.0,-38055.0,-3.0
Norway,2001,400600.0,2002,390000.0,-10600.0,-3.0
Pakistan,2011,3491800.0,2012,3393000.0,-98800.0,-3.0
Pakistan,2016,3977595.0,2017,3852897.0,-124698.0,-3.0
Poland,2011,9361848.0,2012,9091900.0,-269948.0,-3.0
Portugal,2019,424290.0,2020,409640.0,-14650.0,-3.0
Romania,2002,4077633.0,2003,3947177.0,-130456.0,-3.0
Romania,2017,3116912.0,2018,3022760.0,-94152.0,-3.0
Russian Federation,2016,22463487.0,2017,21707645.0,-755842.0,-3.0
Rwanda,2005,1314050.0,2006,1275585.0,-38465.0,-3.0
Türkiye,2006,4366180.0,2007,4227726.0,-138454.0,-3.0
Uganda,2022,434000.0,2023,422025.79,-11974.210000000021,-3.0
United States of America,2021,18717000.0,2022,18236860.0,-480140.0,-3.0
Zimbabwe,2022,599550.0,2023,580574.0,-18976.0,-3.0
Canada,2008,4707272.73,2009,4584500.0,-122772.73000000045,-3.0
China,2000,66318167.0,2001,64597619.0,-1720548.0,-3.0
China,2002,70225831.0,2003,68138764.0,-2087067.0,-3.0
Colombia,2021,2596518.15,2022,2526330.01,-70188.14000000013,-3.0
Czechia,2020,696220.0,2021,671860.0,-24360.0,-3.0
Democratic People's Republic of Korea,2005,2070000.0,2006,2000000.0,-70000.0,-3.0
Democratic People's Republic of Korea,2019,684586.8,2020,661092.0,-23494.800000000047,-3.0
Algeria,2014,4673515.5,2015,4539577.0,-133938.5,-3.0
Algeria,2016,4759676.63,2017,4606402.4,-153274.22999999952,-3.0
Argentina,2007,1950000.0,2008,1900000.0,-50000.0,-3.0
Armenia,2018,415050.0,2019,404057.0,-10993.0,-3.0
Australia,2005,1288269.0,2006,1249605.0,-38664.0,-3.0
Australia,2006,1249605.0,2007,1211988.0,-37617.0,-3.0
Azerbaijan,2009,982979.0,2010,953710.0,-29269.0,-3.0
Belarus,2011,7147938.0,2012,6910669.0,-237269.0,-3.0
Bolivia (Plurinational State of),2006,754807.0,2007,735254.0,-19553.0,-3.0
Bolivia (Plurinational State of),2011,1032492.0,2012,1006248.81,-26243.189999999944,-3.0
Bolivia (Plurinational State of),2016,1073744.0,2017,1045291.11,-28452.890000000014,-3.0
Bolivia (Plurinational State of),2020,1317923.0,2021,1272648.97,-45274.03000000003,-3.0
